mode,txHash,gasUsed,effectiveGasPriceWei,nativeCostWei,nativeCostToken,costUSD,latencyMs
unsponsored,0x76f3bf1c5605b57288e46248a9403775863d0a2c95edd5cfc427491c48fd052d,45035,124917885606,5625676978266210,0.00562567697826621,0.003937973884786347,2538
verifying,0x95b7cd639c600d2b55487abee61b7688f7f1f6af2f5675465dfff33514083476,133814,249290212250,33358520462021500,0.0333585204620215,0.02335096432341505,8768
erc20,0x52f4f0a5558350348dea41e3105c204911bdfe15c001ba8f102c1316caab8608,170722,240555052232,41068039627151504,0.041068039627151505,0.028747627739006052,52921,2026-04-15T08:50:53.815Z,unsponsored,0x2f415a5c78aa2bdf0c4d2b48e8449b060cce28f17a780aa0e709e849eb149f3e,45035,124560063648,5609562466387680,0.00560956246638768,0.0039266937264713754,4454
1,2026-04-15T08:50:53.815Z,erc20,0x0f4bdc6d016ed52a476e83105555478187b42d95fb595cb7d1974435f3493077,170710,203806011322,34791724192778620,0.03479172419277862,0.024354206934945034,7399
1,2026-04-15T08:51:47.239Z,unsponsored,0x13a1a49df30cfd539b7bf740b80bf5b65a160c98d9e309a585f6f0611ee5df7d,45035,124426198309,5603533840845815,0.005603533840845815,0.00392247368859207,2623
1,2026-04-15T08:51:47.239Z,erc20,0xab37ae88d0b780217f56f1d5ee4492ddfd7d57c18e81bc11dcb61644965c8f87,170710,216367467936,36936090451354560,0.03693609045135456,0.02585526331594819,5099
1,2026-04-15T08:54:05.347Z,unsponsored,0x329bb20593096513dcedd27776474a54baec1549896d7e5e174cac6c458064a5,45035,124698241018,5615785284245630,0.00561578528424563,0.003931049698971941,2517
1,2026-04-15T08:54:05.347Z,verifying,0x9854e24f24aeee07e5ee25576152a68e4f23e110504076e51f0879a2dd93fda2,133802,277744471864,37162765824346928,0.03716276582434693,0.02601393607704285,7081
1,2026-04-15T08:54:05.347Z,erc20,0x1a68ca5f7b71fec1e954490a1f8cdaafacaeb5f3eda1c02994653ceaaed724f2,170722,282320904547,48198389466072934,0.04819838946607294,0.033738872626251054,5225
1,2026-04-15T09:02:06.829Z,unsponsored,0xfc0b7c4b7352c489904d5c6d9a37ce579fe7233db550e9525c11d63802992c80,45035,125163997737,5636760638085795,0.005636760638085795,0.003945732446660057,2497
1,2026-04-15T09:02:06.829Z,verifying,0x6b81abb5ca9d53b20d40ae4dc0af3515a9c9bbc9d202d4c4f99a75c174f4373f,133814,224137368774,29992717865124036,0.029992717865124037,0.020994902505586825,2925
1,2026-04-15T09:02:06.829Z,erc20,0xca2d27861caabf0e388a154ccb04f49a0d16d7662d2e10999ebe80b67b7f7670,170710,225789872133,38544589071824430,0.03854458907182443,0.0269812123502771,5215
1,2026-04-15T19:58:50.990Z,unsponsored,0x8d5225688664c8efc9ef60436dd08485730ce97af5245e9cc9e4688e1997e58e,45035,125580123798,5655500875242930,0.00565550087524293,0.003958850612670051,4547
1,2026-04-15T19:58:50.990Z,verifying,0x05d7aa1563b98508f2e187de1c736f541e17694b9e228f06519e10ee594c35e5,133814,233730103143,31276360021977402,0.0312763600219774,0.02189345201538418,6939
1,2026-04-15T19:58:50.990Z,erc20,0x4dc0e1358d079c3cedefb613c6dc36771d5ce434823677bb2c54ea338eda3a13,170722,229879412847,39245473120065534,0.03924547312006554,0.027471831184045874,5255
1,2026-04-19T19:55:36.087Z,unsponsored,0xc4c637888820d89c2289d6c82be22bb07daed7dbc5a7f6fef68bd379737afc43,45035,126877749860,5713939464945100,0.0057139394649451,0.00399975762546157,4605
1,2026-04-19T19:55:36.087Z,verifying,0x47b33e39b4b089e7e420a0303030a9c1423ad00d3692b3bb0dd1423c834eb183,133802,304811386307,40784373110649214,0.04078437311064922,0.02854906117745445,5028
1,2026-04-19T20:00:40.439Z,unsponsored,0x588dccf092bce6314e3d65520a1c1a4d29fcf77acd24430daef0aa4e6642a263,45035,125638477119,5658128817054165,0.005658128817054165,0.0039606901719379155,2643
1,2026-04-19T20:00:40.439Z,verifying,0xd8c7cb70dd229d3cb19776958b3e59377963e2c3a1395bc41ca1694442d044b9,133814,258981335557,34655328436224398,0.0346553284362244,0.02425872990535708,5036
1,2026-04-19T20:08:19.157Z,unsponsored,0x67fa0ee1b1e3536ff3fbe3d37469958e40642f87dbd7c1122eacf4358af6abf4,45035,124384599569,5601660441589915,0.005601660441589915,0.003921162309112941,2717
1,2026-04-19T20:11:12.869Z,unsponsored,0x4afb9cb4fbd0c070f66fb1b521bffc55f2ac7ca704bb119222a223083f9ee4d3,45035,124770511635,5619039991482225,0.005619039991482225,0.003933327994037557,2952
1,2026-04-19T20:11:12.869Z,verifying,0xb33275c31b2fbea2f14026814a7cbba9202db805a70ca94f9a14cce8170f5902,133814,221462067310,29634725075020340,0.02963472507502034,0.02074430755251424,8146
1,2026-04-19T20:11:12.869Z,erc20,0x1ff6a5d0e4937f61d6f4b2aec4556e48a7388f0f989efaa0ab2c00cf7f527450,170710,218700292891,37334326999422610,0.03733432699942261,0.026134028899595825,5723
